review_id,stars,text,food_pos,ambience_pos,service_pos,price_pos
yjjaOFx6ojWzNQjhN9uEoQ,5,til awesom great deal wasn sure time went dress okai wear jean nice busi casual work cloth jean recommend get littl earli fill quickli got pretti recommend worker friend try far gone come sai great time surpris til deal,,1.0,1.0,1.0
_MQLmkkPKBo5ibPaidZZCQ,2,reason give place star food drink servic probabl worst emphasi tens tuesdai trivia night gui host awesom servic absolut horribl time girl name jess wait rest waitress complet incompet utterli rude bat began order appet waitress stop ask go complic forgot order appet order took min get bring attent apolog min bring food final bar ask come drink order task mess order special big ass margerita receiv small mason jar ic told free honestli wasn worth time saw waitress visibl talk point waitress complet unprofession differ waitress bring check mess waitress tuesdai accompani crummi servic realiz wasn bad busi night tuesdai cry loud woman bad custom servic definit recommend go know exactli origin waitress check said joann post experi facebook hope better train care staff,1.0,,0.0,
erkhzYAwJ-Y4xEg_50eyTA,4,coupl time recommend korean friend jjamppong jjajangmyun delici better cheaper special menu dai rotat dai portion gener usual share dish friend jjajangmyun tue thur sat sun jjamppong mon wed fri bit surpris dish steam bun think kochu japcha super pricei dish special littl meat pepper veggi guess expens steam bun caus look intric think actual pricei dish serv menu stick afford menu item gener like dish jjamppong jjajangmyun servic friendli think come korean friend like server speak english translat menu,1.0,,1.0,0.0
ydehlths0Zpg2gbXPOs6Qw,1,believ credit unsatisfactori meal reason tendenc forget said longer worri busi,,,0.0,
Pin7lN2A9XzBVpzgq4-wgQ,4,stop littl shop mall nicer plenti store nice wai spend hour head adventur,,1.0,,
sPSB3fJKruTUXDec6YRUHw,1,hope person follow know contempl establish read bother place crappiest staff time second thought earlier todai friend drop grab lunch staff lost dog morn absolut worst attitud seen human be nasti woman serv avoid type pleasantri yell worker line patron ask want end shop ask server lettuc onion roast red pepper sandwich liter moan loud follow yell ughhhhh god help ad top turkei sandwich server ask food origin server sai aloudli hopefulli wtf love know terribl human think jaw floor wonder thought headach friend decid right return let review untold know feel owner blame hell allow miser repres livelihood expect livelihood longer mayb server look littl woke job,,,0.0,
P4dPuD9Idbywu4431_-dMQ,4,cafe maya newest coffe shop locat chang insid bit spaciou cozi offer typic coffe drink price reason couch larg chair wooden tabl chair offer food menu breakfast lunch dinner reward punch card loyal custom place usual pretti quiet chill busi good place casual studi park lot hope street park spot avail nearbi main limit drive overal nice littl coffe shop,1.0,1.0,,1.0
oDxnoU49up9-wTnJ7RttBQ,5,unbeliev experi start finish reserv saturdai arriv tabl wasn readi host ask want drink took drink order drink menu staff drink menu nice knowledg quick recommend parti big seat outsid patio enclos heat menu chang lot appar pretti big special menu app got oyster sea urchin special menu foie gra terrin special menu veal tartar incred pair perfect exampl bread came foie gra complet differ toast serv veal tartar complet differ bread serv butter pickl wait starter dinner got lobster spaghetti portion wai big app incred rich sauc bacon huge lobster chunk order pasta come half lobster wine pair tri amaz unfortun room dessert meal definit expect expect reserv finish eat slow eater think wait parti big rest place pack,1.0,1.0,1.0,
IQ6yUAb-sCu4iQ5MMjDCHA,5,wild night favorit place hand night life contagi disappoint sundai fun dai sundai corn hole competit crazi drink special like penni refil try duck pork taco hefe hamburg favorit margarita menu chica flaca want fun place lunch drink look crazi night spot,1.0,,,
J0VOXqlJ21O5wMJgV8VuEw,3,reason give scallywag star isn food fact drink hole show game telli meal went england plai euro fun total place beer watch game eat,1.0,,,
w1I8U4cJ4QGaXA98ImNrbA,5,servic amaz christina extrem tent took care group ask split check begin larg group conveni,,,1.0,
At6VxX3qcfodexuXujsyjw,4,famili visit locat open rememb year review bad custom servic definit staff turnaround issu summer year round actual lol cold ic cream right anywho ic cream yummi experi kid abl run forth forth try new flavor decid pick fun sadli smile face thankfulli smile face transfer weather staff like lol,1.0,,0.0,
ewmaCrLXQW7mg1Z4gAtgZg,3,good bad fact life fieramosca old like know theme song gone restaur great expect base review left disappoint experi cozi tabl layout main dine room claustrophob cramp want seat patio fridai saturdai summer sure reserv dai advanc reserv taken phone admit help ring answer surpris restaur price rang onlin reserv hous transform restaur entri hallwai narrow go vice versa littl claustrophob warn won comfort food complimentari bruschetta plain pizza crust bruschetta top fall wasn flavour bruschetta meant tast caesar salad crispi romain hint fresh garlic parmesan dress wateri crouton like rock bread basket know crouton like rock crust bread hard worri break tooth strang serv wheat bread expect crusti italian bread spaghetti carbonara reason came hubbi crave carbonara base great review thought try fieramosca version disappointingli bland extra parmesan chees fresh ground pepper linguini mamma ninetta love mushroom surpris dish small shrimp small piec chicken scatter littl garlic flavour dish edibl far great tiramisu coffe flavour tiramisu countless restaur know ladi finger dip coffe cover cream miss coffe altogeth cream whip cream yummi marscapon expect libretto tiramisu jar tradit present flavour fieramosca lack favourit dessert left disappoint lemon sorbet frozen sorbet scoop lemon menu sai import itali actual like better sad face tiramisu hubbi swap usual love lemon odd aftertast joke jet fume bring frozen sorbet itali truth perfum worn woman tabl thankfulli arriv dessert entir meal ruin smell overpow gave headach want fast cramp layout tabl ladi drown perfum restaur ugh meh line horribl great price disappoint worth second visit star bump servic good search pasta carbonara continu mayb trip nyc rome,0.0,0.0,1.0,0.0
e57Ecf1NsH7bVHr47ZnvSw,5,try place food incred tell peopl run super appreci come door proud food sure tell hous can ladi serv signific influenc food told mexico citi lot food citi influenc told visit januari encourag try enchilada prove similar enchilada unlik suppos chicken wrap tortilla tortilla sautã© green chile fold laid dish top lettuc chicken crema good stuff best mean warn dish indic spici spici spiciest enchilada appreci spice fortun decis carnita abl handl enchilada wai carnita excel place get star wait try place walk shame lot busi base qualiti food servic afford chicken enchilada carnita mayb,1.0,,1.0,1.0
Zs8XxGLn1z7R2bae9MBOpA,4,great environ love meat jun flavor dish definit bonu,1.0,1.0,,
LQ4seKEnmMK5PYKtFcaT3A,5,normal thing best best fajita chip perfect salsa perfect bean dip perfect best fri ic cream plu servic great,1.0,,,
CI-XcT2XrBpC2RHmeVGaxg,4,definit spot check look qualiti sandwich reason price shop staff friendli will accommod request favor steak sandwich menu amaz ultra favorit cancun fri awesom order sue big serv peopl mayb peppi take credit card fyi,1.0,,1.0,1.0
YOYd3KJp5Cslt49hhifeeg,5,best vegan gardein chicken plate broccolini blown awai decor cute nice dimli lit romant chic recommend come vegan look good dinner,1.0,1.0,,
xLPt2YOqBTJ1fNwC3bPdOw,3,dine time famili come despit miss want fan place red salsa good hot green satisfi adventur guacamol spec tabl delici pretti year old eat normal taco brisket fish great fan mango salsa gener night guac coupl wednesdai special margarita right thought chip tast littl stale small bowl coupl distract waitstaff quickli wife split main dish special bake brisket enchilada recommend waitress huge definit care beef sauc chees awhil think stick taco summari lot like stick basic,1.0,,,
8ZLUN83zwoxM_SZ7NZlj2w,3,time try place open long ago want try differ order half sub soup special thought expens ask like special drink kind monei soup come small contain sub small half disappoint came sub item ask want proce wai want honestli monei subwai sub wai want leftov soup hot good flavor small contain half favorit sub place happi sure,1.0,,,0.0
JQqkuljXAr169_5Pqe-xLA,4,love come pastel favorit item black sesam crepe green tea crepe waffl good person like crepe ic cream whip cream sweet like recent tri matcha batter crepe wasn bad prefer stick plain crepe green tea black sesam ic cream think pastel great dessert spot have dinner area outdoor seat make perfect date spot summer,1.0,1.0,,
21XPYcGfDDOwRWZrUpJn7A,5,see chicago taco shop gave littl paus food employe star asada fri awesom meat season perfect grill crunch love choos nacho chees cheddar chose cheddar good portion top pico sour cream huge scoop fresh guac love dish pastor taco like tradit street taco pastor perfectli season crunch grill overal great experi food great staff friendli owner came tabl toask food talk minut genuin interest feedback passion cook provid great experi custom evid recommend stop place try list regular lunch spot,1.0,,1.0,
VaNUI2jmyGABdjXcRwlSOA,4,cute place visit rel area went grab coffe breakfast egg sandwich got bagel huge tasti pretti greasi coffe good servic fast friendli recommend,1.0,1.0,1.0,
CxrS26JYuIRlPqZOM3uoQg,5,went vega memori dai weekend time girlfriend want try place love came hubbi time tri angri dog amazingli deelish friend got chili homemad buldogi dog bulgogi bowl fri euro fri kimche ad love friend chili dog said chili good hotdog fan love vega,1.0,,,
EdLtoDFxxUiL-yaT3KNu4g,4,good environ order famou meatloaf larg littl bit salti waitress friendli overal great experi,1.0,1.0,1.0,
k3Ctxs75Yv3Hzp3pJT2aHw,5,love place delici wish closer hous complaint price point reason menu select great couldn ask,1.0,1.0,1.0,0.0
RThSyUZ1myb0-Nmjr8BFIw,2,wonder cooki order deliveri took hour deliv mile refund,1.0,0.0,0.0,1.0
ZMaaowJgxQ0vnJNOPZUcWw,2,food tast like pasta select seafood choic look seafood skip place,1.0,0.0,0.0,0.0
BEReRBLL-_OkMyUcKYb-Lw,5,perfect grill chees amaz worth repeat visit chicken club lack uniqu flavor averag blt great bread make sandwich side tomato soup delici perfect complement grill chees shoe string fri great like green pea salad peanut sauc delici definit return try,1.0,0.0,0.0,0.0
CrkKiKJjEWwuuJFJRKdMCg,4,good fresh home cook food love breakfast especi biscuit gravi small quaint place busi decent price,1.0,0.0,0.0,1.0
PG3y9sYDddePZRgLCzKSSA,3,love place year knock star time happen normal stuff like get usual excel coupl time greasi tasteless overcook point notic sight left kitchen disappoint happen wish bother,1.0,0.0,0.0,0.0
KLlEXggpyLEfBYOhSbqtgg,4,live mexico year look authent restaur taquizza good job menu divers includ favourit dish typic canada food better hous order dish menu love carnita fact decent corn tortilla hurach great bit bias taco pastor live puebla miss mandatori churro amaz,1.0,0.0,0.0,0.0
14nlCLR8QE_Xj8-ND88Pjg,3,fun experi sit dark get old pretti quickli expect food go amaz fabul price paid expect higher end cuisin eat ey wonder have visual food food tast bit bland interest experi eat complet dark wonder room look like food look like point peopl end eat hand plate,0.0,1.0,0.0,0.0
3pfThUyvxahEPtxkv_EVZw,5,brussel sprout nacho good review mention time love care easili individu taco burrito great salad love big portion size great classic margarita love place group esp sundai dai happi hour,1.0,1.0,0.0,0.0
2a8TajwROoy-4EX5QcwPww,2,underwhelm flash brew plastic spigot store coffe coffe menu consist differ syrup coffe concoct region singl origin blend fresh roast bean red ey okai certainli special drinkabl wit manag scream kid phone weird experi patron busi,1.0,0.0,0.0,0.0
0vAEZdLMuqhf157etlG2Ag,5,gluten free option promis tri turkei sandwich avocado larg portion delici choic ic tea blend free refil coffe choic perfect girl afternoon lot seat outsid cover patio park fill quickli plenti option street municip bldg,1.0,1.0,0.0,0.0
Q9RjsJz7uLJXlLZ1spEY-A,5,great lunch experi todai rubio start wai quickli turn check promot yelp check offer free entre purchas drink awesom wai try new ocean dai insul bag dai nice groceri shop summer transport hot food warm chimicurri steak burrito chip cabo platter burrito taco steak burrito good chimicurri sauc refresh light tast shrimp burrito came platter wasn good heavier rice bean feel like shrimp taco drink differ refresh pomegran lemonad odowalla us real sugar instead corn sryup recommend go rubio lighter refresh meal try fish taco sign club email special offer,1.0,0.0,0.0,1.0
GLfvPJitNe_IpCVZrXBhRg,1,come year issu todai order order bean burrito taco drink cost dollar ladi tell price drive annoi screen tell ask want bean chees burrito obvious said ye want chees price menu said like mention chees burrito cost pull window tell said sorri sit math add drink taco burrito tax absolut wai ad receipt charg burrito sign said pull went price insid said burrito went ask overcharg burrito said got chees said burrito come chees charg extra place chees burrito time taco bad open box taco shell wet soggi usual nice crispi crunchi time told sign wrong ridicul charg burrito chees told better food taco bell food price fals advertis furiou food price gone downhil fast lost famili busi good,1.0,0.0,0.0,0.0
SS6cONwKT6FSxnNtUicuLQ,5,came place base yelp review disappoint got chicken wing start kao soi chicken dish chef special steam fish coconut curri chicken wing good especi hot sauc gelatin cool kao soi best excel portion an chicken tender fish coconut curri good wasn curri flavour servic fast peopl friendli kind definit try menu item,1.0,0.0,1.0,0.0
qa0QwP9mvcN9Pml6a-5K1g,4,great food home mexican set tomato soup amazingli delici chicken dish great close intersect colleg yong non fast food mexican restaur villag area search non commerci dine experi homemad dish place come,1.0,1.0,0.0,0.0
qQ5nCAyKPVrYMLQ2TaiOnw,5,let locat look build fool tell best place authent mexican eat stop eat taco gringo omg yummi cook order right place compar hispan food california try definit deserv star,1.0,1.0,0.0,0.0
tSbeugs4IwBqQQ5zHHo_fA,3,love eat king crab leg tuesdai servic good food good enjoi quick soup salad lunch,1.0,0.0,1.0,0.0
2ofBIfK5Bx6SPo3K5_ITCw,5,serious disappoint bit crave breakfast food decid check place share skillet breakfast side cook perfect super tasti atmospher cute clean want enjoi breakfast dai awesom server tina cool upbeat easi talk accommod server hope plan return good eat tina,1.0,1.0,1.0,0.0
o7ruWhpWj5hiCtvT1fh0gw,3,curri good small portion price garlic chicken wasn satisfi dry spice plain chicken kinda hard present gotta order rice seper servic fine server pretti casual guest come curri tandoori kabob,0.0,0.0,1.0,0.0
ZxrbP4kF_YOGVHcUOAUuww,2,base food star that case arriv privat parti go look taken care wind place order got drink tabl went wait food told bring minut watch order receiv food went desk watch food sat counter minut final brought order took food runner separ trip here run order pull chicken actual pull dice dry turkei good moist tender pull pork good lot flavor mac chees best worst greenbeen good hot got banana bread pud butter horribl overal food star servic,0.0,0.0,0.0,0.0
6POnAs_4MijROSKeOevXHQ,3,best town particularli good particularli bad servic food isn best varieti awesom unlik place pretti good place good dish rest stink china king solid food chines pizza macaroni chees huge salad bar dessert bar real ic cream soft serv machin,0.0,0.0,0.0,0.0
iSmfAVy6cApgXIYHsldsmA,1,husband order like admit weekli pizza pretti mediocr cheap conveni cheesi bread sub chicken finger onion ring pretti delici order onlin love right corner deliveri minut ye lazi hate winter deliveri peopl super nice sadli screw good thing go time order pick year junk food order taught pick take half time deliveri order cheesi bread philli sub onion ring ask ranch instead marinara cheesi bread request ranch onion ring paid advanc ad tip think help inconveni cost ranch request order exact thing deliveri previou time absolut problem wai husband show minut order wasn food readi appar hadn start hurri wait hour serious order til got home hour minut drive food comp discount offer voucher coupon open food sauc kind wait long time starv pretti piss oversight hop car said liter corner junk food ain ranch dippin walk kitchen counter clearli seen shout greet right final girl walk speed restaur busi us told husband wait ridicul long time order got home sauc like contain ranch gotten order excess low blood sugar brain point figur throw appeas dissatisfi custom screw instead look said need person took order idea said new said fine went kitchen tell girl drop tell older man assum owner certainli boss expect greet smile apolog help taken aback brusk question order need look godforsaken reason like amnesia rememb tall skinni dude left wait order hour told order like crack problem said ye know order request ranch ad gener tip case want charg rude ask want incredul ask like freakin inquisit problem ranch robberi peopl walk make stori ranch order start take contain fridg upset point know said prompt wow contain ranch counter snatch turn walk point yell cent piec mutter return door close honestli think disrespect custom servic receiv certainli top list worst interact confront stranger believ treat talk like let proprietor custom work restaur seven year cardin rule apolog mistak time peopl complet understand offer discount freebi mistak complet forgotten realiz care read husband chastis wast energi incredul entir thing cathart feel better littl comfort time want cheesi bread ranch order,1.0,1.0,0.0,1.0
eK7MUEdAPXABxExwRPyq0w,5,amaz servic great vibe fair price asian hawaiian fusion perfect,1.0,1.0,1.0,1.0
Hc2PUtxf8ZS2kFk22Ma2rw,4,real friend bosa donut thing awri boba tea yummi need ball choic,1.0,0.0,0.0,0.0
jnVaiZqtUP8ZC_LuJlUEgw,5,dine coupl week ago saturdai night actual sat bar fellow diner absolut amaz even food wine servic perfect experi tri appet small plate except standout almond spread harcha bread quinoa salad beef kefta share fish tagin excel highli recommend place know,1.0,0.0,1.0,0.0
-WETB5HV12zZiA2abT7xlw,5,love place come town busi taco tuesdai deal unbeliev amaz taco dollar charg qualiti good ipa tap dollar pint staff incred nice great music love fact ton monitor game angl venu great outdoor seat area right sidewalk locat busi downtown corner suit peopl watcher,1.0,1.0,0.0,1.0
g6DFfe58tG9wnPaEnGexfQ,5,great food greatcustom servic mess order realiz apolog return monei,1.0,0.0,1.0,0.0
OV3RdHNC4Mkg_wWAe8rG0A,4,love place great atmospher sport bar right class great hous beer friendli serv staff amaz drunk food fun place friend famili adventuru tradit bar menu,1.0,1.0,1.0,0.0
A4G1-LTupScgaPmXF1OPMg,4,dinner fridai night snow kind crab caviar steak tartar type meat cut sushi soup asian cuisin pasta pizza liter think tri good dessert section flavor best recommend sure,1.0,0.0,0.0,1.0
iWFBGYotfzwiLsOka0e1Rw,4,gem man worker live apt complex live mile awai apt final gave try delici chip mini tortilla break salsa yum food delici rememb time went manag finish half home tast better later imo portion gener fill wait staff nice attent rememb time visit pretti busi wait long tabl mood mexican food want fast food experi definit choos place,1.0,1.0,1.0,0.0
C0onMemq7n2bMx3fMQXF9w,4,went fridai stroll venetian came place wait wasn bad probabl minut max place serv varieti latin american cuisin includ tapa taco burger standard price vega order brisket taco feel tast ordinari servic okai thought awesom server ask parti right awai allergi item enjoi eat portion smaller perfect lunch want lug leftov,1.0,0.0,1.0,0.0
EaXwNVOmpCXwCchMR5TWlQ,3,paid view strip disappoint view pool saw facad trump tower worth extra price restaur choic great food good casino fun room okai think twice stai custom excel staff stand,1.0,0.0,1.0,0.0
EDR4pXAxZoqoLczrXDH4GA,5,place rule best taco town prici clean awesom patio staff friendli welcom def,1.0,1.0,1.0,1.0
LE2QcPq6NRwC85utjUmdAg,4,doubt favorit indian restaur date lot varieti favorit dish chicken korma butter chicken fantast delici sweet kid friendli spici like feel burn plenti option choos recommend thali peopl start explor asian culinari sens naan connoisseur need add palai ajit list expect fanci surround look like hole wall convinc enter door whiff food detect block awai staff friendli servic slow like wait ahead home,1.0,1.0,0.0,0.0
3Qc49B7dA0ONmCxrn5iwCQ,2,overal food isn good explain place worth local time importantli monei let explain old restaur town valu frequent patron place put food long time think food isn stop place tremend charact charm old western vega feel bob taylor establish oldest restaur la vega throwback rug carnivor cowboi cultur exist town decad exist appreci slice vega kitch bob taylor offer food issu charm place wrong place great great put care food order rib ey ask medium rare worri overcook figur mistak medium rang instinct correct steak closer total steak tabl serious overcook steakhous man task grill steak sigh fourth steak smoke prime rib cook properli prime rib cook ahead time right prepar overcook piec meat occasion red meat eater suspect steak treat attent care tell walk larg grill restaur number steak cook chef watch meat wasn grill seen walk door steak cook arriv figur steak receiv lack attent order simpl nake potato salad accompani steak fine room mess potato iceberg peopl rave garlic bread think rest meal mediocr cheesi bread highlight meal inexperienc cook home sourdough butter type chees peopl parti order mushroom rice dish good tast grate pass wet mush servic waitress attent respons will return overcook steak won glad visit histor spot servic star kitch star food star,0.0,1.0,1.0,0.0
O4074JMW-wXUL4lsCWM2JA,5,azzip pizza liter good time time big zip place amaz pizza cook minut build concept bad experi time week worri hit gym,1.0,1.0,0.0,1.0
UDvBqO7LbjGgV9_jCjFwlg,4,love place time wing best cocktail good price confus terribl place similar thurnderbird avenu,1.0,1.0,0.0,1.0
iJDq7jGcJBzkTc52i6CFJw,4,compar easi place mayb ultim sundai morn famili breakfast place definit drop pal home style fri expect breakfast gave star waitress nice friendli kick start good morn big breakfast hungri tell pretti end wouldn want lunch,1.0,0.0,1.0,0.0
59ZTmdu9zHzXURZ2a9MiDQ,4,food prepar fresh flavor great eaten lunch great servic combin effort need,1.0,0.0,1.0,0.0
q2vaJIvAbl-1fmephTAeiQ,4,at new india bazaar dinner took order samosa pani puri chaat gobi samosa good big main dish gobi great vegetarian like eat chicken cauliflow dumpl gobi comfort food appeal pani puri chaat weird comparison descript sound yummi wasn total cost recommend restaur notic pastri case dessert plan come shop best price seen neem toothpast,1.0,0.0,0.0,1.0
HfcuqsrfQJIJUiHbxGPOvQ,5,awesom food servic wish oahu server thank work fit parti,1.0,0.0,1.0,0.0
89mtJQ9I5kSRxL99qiwY9g,5,went yesterdai got best servic got restaur waiter help grill constantli check food great servic price great came go vega birthdai month try sushi,1.0,0.0,1.0,1.0
KNt1Nuf-7gsuytkDB4illw,4,star expens place saw dollar sign place dollar sign rememb order came bacon egg sandwich breakfast sandwich breakfast dessert juic water pretti sure order tast good hungri order place pack clubber hotel guest rememb wait long place order rememb scarf matter minut vagu rememb crawl bed soon,1.0,0.0,0.0,0.0
BOzcsr9s5foYKUmMu1Pjqg,2,went anthoni thur night parti seven celebr anniversari dress nine want fun nite food good high end order prime rib order filet steak plu app sashimi tator tot mash potato spinach lobster bisqu charg extra watch sat outsid nice view bad waiter fabio like disrespect food server vega cuz work hard fabio rude rush order want explain special uncl ask question said know bring drink dinner serv rude ask martini brought bring water ask time cuz pass bubbl water tri plate place time want plate food jeeeez anthoni need train treat custom,1.0,1.0,0.0,0.0
Vo2hMjZGM1-LYSBSgABTZA,4,visit place time great happi hour price regular menu price reason entre big share favorit fish taco tend pretti busi fridai night bit wait overal thumb,1.0,0.0,0.0,1.0
-oP2LfLJsXEje1vj_-9eQQ,1,locat excel restaur beauti food aw server rude impolit group peopl order wors littl daughter love french fri couldn eat weren fresh thought artifici,0.0,1.0,0.0,0.0
dhVf36eoa4j1KA9fThC2OA,5,favorit burger joint simpl delici servic great cheer greet happi smile,1.0,0.0,1.0,0.0
INgDq4n1Qj0F1i50EulvPw,5,juan busi good great food excel friendli servic keep peopl come dozen time date night famili kid girl night wonder try shrimp cevich,1.0,0.0,1.0,0.0
V93SYj2OLh5m9Cquzf-7kg,4,came town countri concert better wai start dai great servic amaz time walk door sat tabl surpris beer whiskei tap tabl pai ounc screen drank food great whiskei burger favorit countri fan scottsdal,1.0,1.0,1.0,1.0
XAsmdVqyOCESy4vEwIHpIQ,5,fabul friend took night wonder food panang curri duck fri rice chilean sea bass wonder combin flavor,1.0,0.0,0.0,0.0
48a4A2YXYOWrHuA5Lk-eQw,4,skeptic spot imposs good authent legit spot la vega strip exot cuisin hispan asian middl eastern want strip second place proudli serv middl eastern greek food usual miss authent flavor exampl serv jewish latk isra middl eastern humu greek moussaka usual fusion food tasti tough wasn loyal origin flavor shape middl east food yummi round applaus hummu simpli good lamb shawarma good branzino fish labaneh point hostess terribl job server love line worth visit solid star spot trust know food,1.0,0.0,1.0,0.0
ZfPbUlixIgyEVNWXBtdyKA,1,wors overpr horribl servic group sai thirsti bring water look menu better frickin bring waiter pushi rude said weren interest hear special read constantli tri upsel order place follow paus know good follow big descript expens item add desper need water took minut tabl tabl seat minut receiv water drink cours got water sound like obsess water desert dehydr joke indic qualiti bad bad servic receiv sushi good great main cours simpl extrem expens side extra spent peopl basic food glass wine,1.0,0.0,0.0,1.0
PnKm8y0thZ5ZdWhuOk7Opg,5,hand best pizza place mentor pizza delici smell drool cheesi bread soft cheesi good pizza good leftov dai servic staff friendli star sure,1.0,0.0,1.0,0.0
af3W2YSy01Mx4HcAHuRP1w,2,went ziti rememb sauc aw pasta pool water sauc zero flavor feel like sauc break meal tasteless garlic onion wine basil portion small price clearli box pasta homemad stingi surpris high review actual experi famili experi wasn great guess decent place famili definit differ italian restaur look good food,0.0,0.0,0.0,0.0
iXh8u9Xup4lUb9-vTe7Pzw,4,usual lindo michoacã¡n want mexican sit restaur felt like talk husband try juan hook servic great got fajita steak chicken add chees good lot flavor love fideo soup chip onion pepper salsa bean dip good favorit gripe smell fajita left smell like work grill cloth satur smell skin felt greasi notic smell cloud smoke restaur sat sure special plan eat price par mexican restaur eat definit pack febreez,1.0,1.0,1.0,1.0
awLl8GdM0H3MJImLXsqvlg,4,servic prompt good order roti canai excel fill chicken curri roti wasn think good combin dip order lamb curri forgot exact rendang flavor good like tast meat chicken beef version probabl better lamb meat feel tast like lamb sweat imagin gave star wasn satisfi lamb meat item bit pricei excel like beverag grass jelli drink malaysian ic tea definit come time,0.0,0.0,1.0,0.0
TetO8IIvbaaX9xnC7ZE1Rw,5,boyfriend went dinner even awesom prepar drink power mistak get tequila shot frozen margarita hous drink need needless took time drink eat travel home safe fantast time definit visit restaur wai chicken shrimp spinach entre john mahi mahi taco good,1.0,0.0,0.0,0.0
LCaef3e2Esy353kSeoD-xA,1,regular chipotl california visit chipotl la vega strip pretti new place think took veggi bowl rice undon fajita burnt quantiti offer usual unhappi place,0.0,0.0,0.0,0.0
sMh-VUwO64K-VvKEOtrZiw,5,incred experi particular special neighborhood atmospher let deter seat outsid patio love warm summer even servic except staff incred kind attent food experi crispi shrimp appet beef tartar octopu special veal flank steak food simpli amaz unfortun san francisco area time soon home town neighborhood come weekli,1.0,1.0,1.0,0.0
S7eyLPcXJLeD902kGeIHLA,1,taken famili place happi servic food recent bought groupon restaur happi servic food ask groupon mark separ sheet servic restaur saw tabl food order wait minut dish came spoke manag waiter rest order said check order kid got hungri at fri rice came final order dish came salti definit recommend place plan bui groupon felt second class prefer excel servic better vegetarian food mind pai littl extra grace vegetarian market villag,0.0,0.0,0.0,0.0
1Wmqy1NvEt62EX7VMo4MLw,3,larg chees pizza sat wait observ follow phone germ young man grate chees plai smartphon type messag replac pocket continu handl chees wash hand plastic glove young ladi clean dirti tabl rag sprai problem sprai bottl bother wash hand went immedi handl food item pizza fine bare chees cover fair price previou visit gyro sandwich wet gooei flavor meat visit pizza price fair offer problem lack sanitari,1.0,0.0,1.0,1.0
w9vhFm9z4xZ5MFer1inIeg,1,worst got minut store suppos open weren readi order sandwich oven hadn turn ask long employe said minut minut later oven preheat let know pull sandwich oven cleari sandwich prepar correctli sandwich leav appoint quick stop coffe breakfast minut sent complaint head offic slow respons couldn credit send coupon coupl beverag ridicul want refund sandwich took pass second cup dai week go drive stick starbuck steer clear best exampl worst servic,0.0,0.0,0.0,0.0
a_g4eysuYC1pI9tv3MCZxA,4,love west market stand crowd park gener gentrifi doucheri accompani entir process worth enter food peddler farmer market know idea plop produc centric farmer market style groceri store heart cleveland old brooklyn neighborhood like shake hand doctor order imagin bright airi open market color fruit veget farm region row farm fresh egg cooler fill amish chicken local ground beef yeah right true sai place perfect area cleveland known shadi strip mall bar giant cemeteri breath fresh air cleveland rest nation need encourag consumpt fresh local food offer fresh season fruit veget plump bing cherri exot fare like chayot california avocado bakeri cleveland favorit like kugel kolaczki deli stock overflow meat chees ohio pennsylvania bulk section plenti flour rice pie fill nut seed goodi giant bag peanut onion appl carrot wall bulk candi packag littl contain perfect hide cupboard quinoa flax seed reason price cheap fast food gonna spend monei health product manag cram place friendli staff want leav visit know west market nearli sheer volum item vener food mecca worth pai visit neighborhood feel park intim experi support local busi eat local food,1.0,1.0,1.0,0.0
mbVzxuQTLRPbK-RwoGJsbA,1,man go long review want gist god aw dissapoint got home write review vietnames pho soul dish pho todai worst thing parent came visit sister friend long dai want finish hot bowl pho seen place walk at sura smell tantal try thought good idea try jenni pho grill tonight walk saw place busi mayb tabl got seat fairli quickli server pretti nice parent attempt order vietnames server inform speak cool cool big deal like nice kid went downhil order bowl pho dac biet order pho tai finish order thai tea jenni jelli drink water famili wait water drink watch tabl seat order food food tabl min wait waiter final come water ask servic slow state waiter said sorri fine got water came watch tabl came eat finish serv minut food final came dac biet bowl final drink came work boba place make thai tea hour wait long anticip great bowl pho man wrong broth lukewarm finish cook meat broth tasti funki pre powder parent watch cook constantli tast broth saw bone great broth bowl disappoint broth littl meat noodl at want soon possibl ask cup thai tea took long go home took minut plastic cup end terribl famili went home unhappi thing love food work industri time import have server rough excus wrong go littl longer inform custom worst watch tabl come eat got go hope clean act lot pho place fix thing buri beneath rest,1.0,0.0,0.0,0.0
snHJ1r0lIChCdTvtUHHKhA,4,great wing breakfast pretti good cook great job food drink good neighborhood place,1.0,1.0,0.0,0.0
UPQ79Rqc27mKXYGAMRZ6qg,3,bit disconnect moment arriv park lot signag make cool sophist impress match semi bland interior rel higher chain resto feel like need updat mayb food thing restaur pretti salesman server confid state steak taco best menu item rate averag ribey mash season veget coke medium request know ask spot like pretti right accompani sauc actual good save dish union social locat closer live merit chanc live south end mississauga stick closer home,1.0,1.0,0.0,0.0
aMxFw47-dJtW45_GETNwrA,1,look pictur pictur insect eat hungri decid stop eat thank good second plate wasn gulp plate soup toscana serv manag provid friendli compens want poison sooo yeah eat risk,0.0,0.0,1.0,0.0
vxlhc4-5EUCtCk7OhiLDKw,5,obsess place best dish try includ pozol fill great freez outsid taco dorado best on tri citi enchilada morn weekend best delici want try real huevo ranchero try place neighbourhood claim offer trust authent great experi good work price good consid fresh qualiti food best place eat break pocket,1.0,0.0,0.0,1.0
